Date,Source,Headline,Lead Paragraph,URL
2020-10-02,The New York Times,Trump’s positive cause global markets to tumble.,Global markets dropped early Friday after President Trump said that he and the first lady had tested positive for the coronavirus.,https://www.nytimes.com/2020/10/02/world/trumps-positive-cause-global-markets-to-tumble.html
2020-10-02,The New York Times,Trump’s disclosure upends the campaign in its final stretch.,"President Trump’s announcement early Friday that he had contracted the coronavirus upended the presidential race in an instant, inviting significant questions about his cavalier attitude toward the pandemic and the future of his campaign just 32 days before the election.",https://www.nytimes.com/2020/10/02/us/elections/trumps-disclosure-upends-the-campaign-in-its-final-stretch.html
2020-10-02,The New York Times,News that the president contracted the virus leaves the world shaken.,"Once again, the world shuddered at news about President Trump. This time, it wasn’t something Mr. Trump said or did, but rather the fact that he had tested positive for the coronavirus.",https://www.nytimes.com/2020/10/02/us/elections/news-that-the-president-contracted-the-virus-leaves-the-world-shaken.html
2020-10-02,The New York Times,Texas governor limits counties to one spot each for in-person ballot drop-offs.,Gov. Greg Abbott of Texas issued a proclamation on Thursday ordering counties to offer only one location for voters to drop off mail-in ballots in person.,https://www.nytimes.com/2020/10/02/us/elections/texas-governor-limits-counties-to-one-spot-each-for-in-person-ballot-drop-offs.html
2020-10-02,The New York Times,"Russian Journalist Sets Herself on Fire and Dies, Blaming Government","MOSCOW — A Russian journalist who edited an independent news website died on Friday, setting herself afire in front of police headquarters in the city of Nizhny Novgorod, a day after investigators had searched her home there.",https://www.nytimes.com/2020/10/02/world/europe/russian-journalist-immolation-death.html
2020-10-02,The New York Times,"Apps Will Get You Paid Early, for a Price","Americans have become accustomed to summoning just about anything on demand, from groceries to car rides. Now it’s just as easy to get paid when you want.",https://www.nytimes.com/2020/10/02/your-money/cash-advance-apps-paychecks.html
2020-10-02,The New York Times,"Job Gains Are Waning, a Blow to Economic Recovery","Six months after the coronavirus pandemic tore a hole in the U.S. economy, the once-promising recovery is stalling, leaving millions out of work, and threatening to push millions more — particularly women — out of the labor force entirely.",https://www.nytimes.com/2020/10/02/business/economy/september-jobs-report.html
2020-10-02,The New York Times,"Leaders Who Caught Virus: Boris Johnson, Jair Bolsonaro and Now Trump","As the coronavirus has spread around the globe, world leaders have not been spared.",https://www.nytimes.com/2020/10/02/world/trump-covid-world-leaders.html
2020-10-02,The New York Times,Trump officials see a rebound in a lackluster jobs report.,"Trump administration officials on Friday put a positive spin on a lackluster jobs report that alarmed economists, insisting that a “V-shaped” recovery was intact even as the pace of monthly job gains had slowed substantially.",https://www.nytimes.com/2020/10/02/business/trump-officials-see-a-rebound-in-a-lackluster-jobs-report.html
2020-10-02,The New York Times,The head of China’s news agency chides Trump for not wearing a mask. A Republican blames Beijing.,"A top official with China’s state news agency wrote on Thursday that President Trump and the first lady, Melania Trump, “have paid the price” for failing to take adequate steps, personally and presidentially,  to stop the spread of a pandemic Mr. Trump has labeled the “China Virus.”",https://www.nytimes.com/2020/10/02/us/elections/the-head-of-chinas-news-agency-chides-trump-for-not-wearing-a-mask-a-republican-blames-beijing.html
2020-10-02,The New York Times,Mike Pence and his wife tested negative Friday morning.,"Vice President Mike Pence announced Friday that he and his wife, Karen, had tested negative for the coronavirus, just hours after President Trump and the first lady announced they had both tested positive and were quarantining at the White House.",https://www.nytimes.com/2020/10/02/us/elections/mike-pence-and-his-wife-tested-negative-friday-morning.html
2020-10-02,The New York Times,Taxes Are Due Oct. 15 if You Received an Extension,"In a year when normal tax filing deadlines were postponed because of the pandemic, there is one more important date to note: Oct. 15.",https://www.nytimes.com/2020/10/02/your-money/irs-tax-extension-deadline.html
2020-10-02,The New York Times,Trump’s Illness Makes It Clear: This Election Was Always About the Virus,[Watch live VP debate and analysis.],https://www.nytimes.com/2020/10/02/us/politics/trump-biden-virus-campaign-2020.html
2020-10-02,The New York Times,A President’s Positive Test and the Year That Won’t Let Up,"President Trump’s pre-election turn as the world’s most famous coronavirus case is at once stunning, startling and somehow spiritually consistent with the bleaker-than-fiction course of this endless, relentless year.",https://www.nytimes.com/2020/10/02/us/politics/trump-coronavirus-2020-campaign.html
2020-10-02,The New York Times,"Ronna McDaniel, chairwoman of the R.N.C., tests positive for the coronavirus.","Ronna McDaniel, the chairwoman of the Republican National Committee, has tested positive for the coronavirus and is experiencing mild symptoms, according to several people briefed on the situation.",https://www.nytimes.com/2020/10/02/us/elections/ronna-mcdaniel-chairwoman-of-the-rnc-tests-positive-for-the-coronavirus.html
2020-10-02,The New York Times,"A theater owner waits for customers, new movies and ‘some sort of support.’","For small businesses in the industries hit hardest by the pandemic, the lack of federal assistance is an existential threat — and time is running out.",https://www.nytimes.com/2020/10/02/business/a-theater-owner-waits-for-customers-new-movies-and-some-sort-of-support.html
2020-10-02,The New York Times,"Trump Tests Positive for Coronavirus, and the World Shudders","LONDON — President Trump’s disclosure that he had been infected by the coronavirus sent a shudder around the world on Friday, drawing sympathy from leaders who have grappled with the pandemic in their own countries and more pointed responses from critics who noted Mr. Trump’s cavalier handling of the threat.",https://www.nytimes.com/2020/10/02/world/reactions-trump-positive-covid-test.html
2020-10-02,The New York Times,"Kristin Urquiza, a debate attendee whose father died of the virus, says Trump showed ‘no regard for human life.’","Kristin Urquiza, who spoke at the Democratic convention in August and blamed President Trump for the death of her father, a Trump supporter, from the coronavirus, renewed her criticism of Mr. Trump on Friday, saying he had shown “no regard for human life.”",https://www.nytimes.com/2020/10/02/us/elections/kristin-urquiza-trump-coronavirus.html
2020-10-02,The New York Times,Pence takes the president’s place on a call with governors.,"Hours after his positive test for Covid-19, President Trump did not appear on a scheduled call with governors from across the country early Friday afternoon, and Vice President Mike Pence took his place on the call.",https://www.nytimes.com/2020/10/02/us/elections/pence-takes-the-presidents-place-on-a-call-with-governors.html
2020-10-02,The New York Times,Liberals Ask: Why Should We Believe Trump Has the Virus?,"President Trump’s announcement on Friday that he had tested positive for the coronavirus set off a wave of tweets and Facebook posts with a common refrain, especially on the left: Why should we believe him?",https://www.nytimes.com/2020/10/02/technology/donald-trump-covid-virus-hoax.html
2020-10-02,The New York Times,Australians Watching American Politics: ???!!!!***$%%#,"The Australia Letter is a weekly newsletter from our Australia bureau. Sign up to get it by email. This week’s issue is written by Damien Cave, the Australia bureau chief.",https://www.nytimes.com/2020/10/02/world/australia/american-politics-trump-biden-coronavirus.html
2020-10-02,The New York Times,"Led by Tesla, Auto Industry Rebounds as Car Sales Surge","When the coronavirus pandemic forced businesses to close this spring, the auto industry was hit particularly hard. North American auto plants that typically churn out more than a million cars a month produced fewer than 5,000 in April.",https://www.nytimes.com/2020/10/02/business/tesla-third-quarter-auto-sales.html
2020-10-02,The New York Times,"Chris Wallace, Awaiting Virus Test, Tells Fox News Viewers: ‘Wear the Damn Mask’","Chris Wallace, the Fox News anchor who sat within 12 feet of President Trump while moderating Tuesday’s presidential debate in Cleveland, has some stark advice for his network’s viewers: “Wear the damn mask.”",https://www.nytimes.com/2020/10/02/business/media/chris-wallace-trump-coronavirus.html
2020-10-02,The New York Times,The 22-Year-Old Force Behind Egypt’s Growing #MeToo Movement,"CAIRO — Nadeen Ashraf had a burning secret. Earlier this summer, an anonymous Instagram page that named and shamed a man accused of being a notorious sexual harasser at Egypt’s most prestigious university was causing a sensation among her friends. Unknown to them, she was running it.",https://www.nytimes.com/2020/10/02/world/middleeast/egypt-metoo-sexual-harassment-ashraf.html
2020-10-02,The New York Times,Tight New Restrictions in Parts of Quebec as Cases Rise Again,"The arrival of autumn has brought along the predicted rebound of coronavirus infections, at least in Quebec and Ontario.",https://www.nytimes.com/2020/10/02/world/canada/quebec-coronavirus-restrictions.html
2020-10-02,The New York Times,"Covid-19 Upends South Korea’s Thanksgiving, and Its Rituals","SEOUL, South Korea — Once a year for the past three decades, the Joo brothers have traveled back to their hometown from South Korea’s capital to mark the Chuseok holiday.",https://www.nytimes.com/2020/10/02/world/asia/covid-south-korea-chuseok.html
2020-10-02,The New York Times,Do Politics Belong in Retirement Planning?,"In a sharply polarized environment, Americans saving for retirement are increasingly concerned about politics — those of their financial advisers.",https://www.nytimes.com/2020/10/02/business/politics-retirement-planning.html
2020-10-02,The New York Times,Two layoffs. A new job with a pay cut. And then storms hit the pier.,"Deborah Dillard was laid off as a sales director at a golf course in Galveston, Texas, in March, after the pandemic hit and the resort shut down.",https://www.nytimes.com/2020/10/02/business/two-layoffs-a-new-job-with-a-pay-cut-and-then-storms-hit-the-pier.html
